plant_id,image_url,plant_name,scientific_name,origin_place,description,climate,fertilizer,uses,common_disease,harvest_time,watering_frequency,harvest_time_days,watering_interval,watering_time
plant_10,https://storage.googleapis.com/tanamore/plant_encyclopedia/04_ElephantEarPlant.jpg,Elephant Ear ,Alocasia spp.,Asia Tenggara,"Elephant Ear adalah tanaman hias tropis dengan daun besar berbentuk hati yang menyerupai telinga gajah, sehingga menjadi pusat perhatian di taman atau ruangan. Daunnya biasanya berwarna hijau tua dengan tekstur yang halus atau sedikit bergelombang, dan beberapa varietas memiliki garis-garis kontras yang mencolok. Tanaman ini dapat mencapai tinggi 1–2 meter dengan lebar hingga 1 meter, tergantung spesiesnya.",Iklim tropis dan subtropis dengan suhu ideal 21–32°C dan kelembapan tinggi.,"Pupuk cair dengan kandungan nitrogen tinggi, diaplikasikan setiap 2 minggu selama musim tanam.","Hiasan: Daunnya yang besar dan unik menjadikannya tanaman hias favorit untuk area taman tropis atau ruang terbuka.
Bahan makanan: Umbi dari beberapa spesies dapat diolah menjadi makanan tradisional.","Root Rot: Disebabkan oleh penyiraman berlebih atau drainase buruk.
Spider Mites: Hama kecil yang menyerang bagian bawah daun, meninggalkan bercak kuning.
Leaf Spot: Infeksi jamur yang menyebabkan bercak coklat pada daun.",6–12 bulan untuk menghasilkan umbi yang dapat dimakan,"3–4 kali per minggu di musim panas dan 1–2 kali per minggu di musim dingin, dengan jumlah air yang cukup untuk menjaga kelembapan tanah.",,"Disiram 3–4 kali per minggu untuk menjaga tanah tetap lembap, terutama selama musim panas. Selama musim dingin, cukup 1–2 kali per minggu",
plant_11,https://storage.googleapis.com/tanamore/plant_encyclopedia/12_Grape.jpg,Grape,Vitis vinifera,Eropa dan Asia Barat,"Anggur adalah tanaman merambat dengan batang berkayu, daun berbentuk menjari, dan buah yang tumbuh dalam tandan. Buahnya kecil, bulat atau oval, dan tersedia dalam berbagai warna seperti hijau, merah, dan ungu. Tanaman ini dapat tumbuh hingga 10-15 meter jika tidak dipangkas, tetapi biasanya dipangkas untuk mempermudah perawatan dan panen.",Suhu optimal antara 15-30°C,Pupuk kaya fosfor dan kalium untuk mendukung pertumbuhan buah. Pemupukan dilakukan secara rutin selama musim tumbuh,"Hiasan: Tanaman anggur juga dapat digunakan untuk dekorasi di pergola atau dinding taman.
Obat: Kaya akan antioksidan dan vitamin, anggur memiliki manfaat kesehatan seperti meningkatkan imunitas dan melindungi jantung.
Bahan makanan: Digunakan untuk konsumsi langsung, jus, kismis, atau wine.","Powdery mildew: Jamur yang menyebabkan lapisan putih pada daun dan buah.
Downy mildew: Infeksi jamur yang menyebabkan bintik kuning pada daun.
Black rot: Jamur yang menyerang buah dan daun.", 150-180 hari setelah bunga mekar.,"1-2 kali seminggu, tergantung pada kelembaban tanah dan iklim.",730,"Disiram secara teratur, selama masa pertumbuhan awal dan pembentukan buah. Tanah harus tetap lembab tetapi tidak tergenang air",
plant_12,https://storage.googleapis.com/tanamore/plant_encyclopedia/03_MonsteraDeliciosa.jpg,Monstera Deliciosa ,Monstera Deliciosa,Amerika Tengah,"Monstera Deliciosa, juga dikenal sebagai ""Tanaman Keju Swiss,"" memiliki daun besar dengan lubang atau belahan khas yang memberikan tampilan tropis yang elegan. Daunnya berwarna hijau tua dan dapat mencapai ukuran 90 cm. Tanaman ini tumbuh hingga 3 meter di dalam ruangan jika diberi penyangga seperti tiang lumut. Selain keindahannya, Monstera juga dikenal sebagai tanaman pembersih udara alami.",Iklim tropis dengan suhu 20-30°C dan kelembapan tinggi,"Pupuk cair NPK, diaplikasikan sebulan sekali selama musim tanam (musim semi dan panas).",Hiasan: Monstera sangat populer sebagai tanaman indoor karena estetika tropisnya.,"Root Rot: Disebabkan oleh drainase buruk atau penyiraman berlebih.
Spider Mites: Hama kecil yang menyerang bagian bawah daun, menyebabkan bercak kuning.
Leaf Spot: Infeksi jamur yang menyebabkan bercak coklat pada daun.",12 bulan untuk matang dan menghasilkan buah yang dapat dimakan.,"1 minggu sekali di musim panas dan 2 minggu sekali di musim dingin, dengan air secukupnya untuk membasahi seluruh tanah.",,Disiram seminggu sekali dengan jumlah air yang cukup untuk membuat seluruh media tanam basah hingga ke dasar pot.,
plant_13,https://storage.googleapis.com/tanamore/plant_encyclopedia/11_Peach.jpg,Peach,Prunus persica, China,"Peach adalah tanaman buah yang memiliki pohon kecil hingga sedang dengan daun hijau lonjong dan bunga berwarna merah muda atau putih. Buah persiknya berbentuk bulat dengan kulit berbulu halus, daging buah manis yang lembut, dan biji keras di bagian tengah. Tinggi pohonnya dapat mencapai 3-8 meter, dengan diameter tajuk sekitar 3-5 meter.",Suhu optimal antara 18-30°C,"Gunakan pupuk kaya nitrogen, fosfor, dan kalium. Pemupukan dilakukan setiap musim semi dan musim panas.","Hiasan: Bunga Peach yang cantik sering digunakan sebagai tanaman hias, terutama di musim semi.
Obat: Buahnya kaya akan vitamin dan antioksidan yang baik untuk kesehatan.
Bahan makanan: Dikonsumsi segar atau diolah menjadi makanan seperti pai, selai, atau jus.","Peach leaf curl: Disebabkan oleh jamur Taphrina deformans.
Brown rot: Akibat infeksi jamur pada buah matang.
Powdery mildew: Lapisan putih pada daun dan batang akibat infeksi jamur.",90-150 hari setelah berbunga,"1-2 kali seminggu, tergantung pada tingkat kelembaban tanah dan kondisi cuaca.",730,"Disiram secara teratur, terutama selama masa pertumbuhan dan pembentukan buah. Tanah harus tetap lembab tetapi tidak tergenang air.",
plant_14,https://storage.googleapis.com/tanamore/plant_encyclopedia/15_PepperBell.jpg,Pepper Bell,Capsicum annuum,Amerika Tengah dan Selatan,"Paprika adalah tanaman berbentuk perdu yang menghasilkan buah berbentuk lonceng dengan warna yang bervariasi, termasuk hijau, merah, kuning, dan oranye. Tanaman ini tumbuh hingga tinggi 50–80 cm dengan daun hijau oval.",Iklim tropis hingga subtropis dengan suhu ideal 20–30°C.,"Pupuk NPK dengan kandungan kalium tinggi, diaplikasikan setiap 3 minggu.","Bahan makanan: Digunakan dalam salad, masakan, atau sebagai hiasan.
Kesehatan: Kaya vitamin C dan antioksidan.","Anthracnose: Disebabkan oleh jamur Colletotrichum spp..
Blossom End Rot: Akibat kekurangan kalsium.
Bacterial Spot: Disebabkan oleh Xanthomonas campestris.",60–90 hari setelah tanam.,3 kali per minggu dengan jumlah air sekitar 300 ml per penyiraman.,60,Disiram 3 kali per minggu dengan jumlah air sekitar 300 ml per penyiraman,
plant_15,https://storage.googleapis.com/tanamore/plant_encyclopedia/02_PolaDotPlant.jpg,Polka Dot Plant ,Hypoestes phyllostachya,Madagaskar,"Polka Dot Plant adalah tanaman hias berukuran kecil yang dikenal dengan pola bintik warna-warni pada daunnya. Daun berbentuk oval dengan warna dasar hijau dihiasi bintik merah muda, putih, atau merah yang mencolok. Tinggi tanaman ini sekitar 20–40 cm dengan lebar hingga 30 cm, menjadikannya tanaman dekorasi yang cantik untuk ruangan atau taman kecil.","Iklim Tropis dengan kelembapan tinggi, suhu ideal 18-30°C","Pupuk cair organik rendah nitrogen, diaplikasikan setiap 2 minggu selama musim tanam.",Hiasan: Polka Dot Plant sangat cocok sebagai tanaman meja atau penghias taman kecil karena pola warna-warni daunnya.,"Powdery Mildew: Infeksi jamur akibat kelembapan tinggi, menyebabkan lapisan putih pada daun.
Aphids: Hama kecil yang menyerang daun muda, membuatnya keriting.
Root Rot: Disebabkan oleh penyiraman berlebih sehingga akar membusuk.",6-12 bulan setelah penanaman,"2-3 kali per minggu, 200 ml per penyiraman. Sesuaikan dengan kondisi tanah.",,"Disiram 2-3 kali per minggu dengan jumlah air sekitar 200 ml per penyiraman untuk tanaman berukuran 20-30 cm.
Pastikan tanah tetap lembap tetapi tidak basah",
plant_16,https://storage.googleapis.com/tanamore/plant_encyclopedia/01_PonytailPalm.jpeg,Ponytail Palm,Beaucarnea recurvata,Meksiko,"Ponytail Palm memiliki batang tebal berbentuk seperti botol di pangkalnya, yang berfungsi menyimpan air. Daunnya panjang, melengkung, dan berbentuk seperti pita dengan ujung yang lembut, tumbuh membentuk roset menyerupai ekor kuda. Tinggi tanaman ini bervariasi, dapat mencapai 30 cm hingga 4 meter tergantung usia dan lingkungan, dengan lebar sekitar 30-60 cm. Warnanya hijau cerah, menambah kesan segar sebagai dekorasi.","Iklim hangat dan semi-kering, dengan suhu ideal 20-30°C","Pupuk cair berbasis nitrogen rendah, diaplikasikan setiap 1-2 bulan selama musim tanam (musim semi dan panas).","Hiasan: Sangat populer sebagai tanaman hias, baik untuk indoor maupun outdoor, karena bentuknya yang unik dan mudah dirawat.","Root Rot: Disebabkan oleh overwatering.
Leaf Tip Browning: Karena kekurangan air atau kelembapan rendah.
Mealybugs dan Spider Mites: Hama umum yang menyerang daun.",5-10 tahun tergantung kondisi pertumbuhan.,"2-4 minggu sekali (musim panas),  4-6 minggu (musim dingin).",,"Disiram setiap 2-4 minggu, tergantung kelembapan tanah.",
plant_17,https://storage.googleapis.com/tanamore/plant_encyclopedia/18_Potato.jpg,Potato,Solanum tuberosum,"Pegunungan Andes, Amerika Selatan","Potato atau kentang adalah tanaman berdaun hijau berbentuk oval dengan bunga kecil berwarna putih hingga ungu. Umbi kentang tumbuh di bawah tanah, berbentuk bulat hingga oval dengan kulit halus atau kasar berwarna coklat, kuning, merah, atau ungu tergantung varietas. Tanaman ini tumbuh hingga tinggi 50–100 cm.",Iklim tropis hingga sedang dengan suhu ideal 15–20°C.,Pupuk organik atau NPK dengan kandungan kalium tinggi diaplikasikan setiap 2–3 minggu.,"Bahan makanan: Sumber utama karbohidrat di banyak negara.
Industri: Digunakan dalam produksi tepung kentang dan makanan olahan.","Late Blight: Disebabkan oleh jamur Phytophthora infestans.
Blackleg: Akibat infeksi bakteri Pectobacterium atrosepticum.
Common Scab: Disebabkan oleh bakteri Streptomyces scabies.",70–120 hari setelah tanam tergantung varietas.,2–3 kali per minggu dengan jumlah air sekitar 1 liter per penyiraman.,80,"Disiram 2–3 kali per minggu dengan jumlah air sekitar 1 liter per penyiraman. Pastikan tanah tetap lembap tetapi tidak tergenang air, terutama saat umbi mulai terbentuk.",
plant_18,https://storage.googleapis.com/tanamore/plant_encyclopedia/19_Rasperry.jpg,Raspberry,Rubus idaeus,Eropa dan Asia Utara,"Raspberry adalah tanaman perdu kecil dengan cabang yang berduri dan daun majemuk berbentuk oval bergerigi. Tanaman ini menghasilkan buah kecil yang terdiri dari banyak druplet, berwarna merah cerah, kuning, ungu, atau hitam, tergantung varietas. Buahnya memiliki tekstur lembut dengan rasa manis dan sedikit asam. Tinggi tanaman bisa mencapai 1,5–2 meter, dengan lebar sekitar 1 meter. Raspberry juga sering berbunga putih kecil yang mempercantik tanaman saat musim semi. Tanaman ini dikenal akan siklusnya yang berbuah sekali atau dua kali dalam setahun.","Iklim subtropis hingga sedang, dengan suhu ideal 16–25°C.",Pupuk organik kaya nitrogen atau pupuk NPK seimbang diaplikasikan setiap bulan selama musim tanam.,"Bahan makanan: Dimakan segar, dijadikan jus, selai, atau bahan kue.
Kesehatan: Kaya akan vitamin C dan antioksidan, membantu meningkatkan sistem imun.","Raspberry Cane Blight: Disebabkan oleh jamur Leptosphaeria coniothyrium.
Root Rot: Akibat jamur Phytophthora fragariae.
Powdery Mildew: Infeksi jamur yang menyebabkan lapisan putih pada daun.",1–2 tahun setelah tanam,2–3 kali per minggu dengan jumlah air sekitar 500 ml per penyiraman.,730,Disiram 2–3 kali per minggu dengan jumlah air sekitar 500 ml per penyiraman. Pastikan tanah tetap lembap terutama saat musim panas atau saat buah mulai matang.,
plant_19,https://storage.googleapis.com/tanamore/plant_encyclopedia/00_SnakePlant.jpg,Snake plant,Dracaena trifasciata,Afrika Barat,"Snake Plant memiliki karakteristik daun panjang yang tumbuh tegak, berbentuk seperti pedang dengan ujung runcing. Daunnya keras, bertekstur, dan sering menampilkan pola garis-garis horizontal hijau muda atau abu-abu pada permukaan hijau tua, dengan beberapa varietas memiliki tepi berwarna kuning (variegata). Tanaman ini biasanya memiliki tinggi antara 30 cm hingga 120 cm, tergantung varietasnya, dengan lebar mencapai 20-40 cm yang dipengaruhi oleh jumlah daun. Snake Plant adalah tanaman yang tahan terhadap berbagai kondisi lingkungan, menjadikannya sangat cocok untuk dekorasi indoor maupun outdoor.",Iklim tropis dan subtropis; suhu ideal 15-30°C,"Pupuk cair atau pupuk slow-release berbasis nitrogen rendah, digunakan setiap 2-3 bulan selama musim tanam (musim semi dan panas)","Obat: Dalam pengobatan tradisional, digunakan untuk mengobati sakit kepala ringan dan sebagai pembersih udara alami.
Hiasan: Tanaman hias yang populer untuk dekorasi rumah dan kantor karena toleransi rendah perawatan.","Root Rot (Busuk Akar):
Penyebab: Overwatering atau tanah yang tidak memiliki drainase baik.

Leaf Spot (Bercak Daun):
Penyebab: Infeksi jamur atau bakteri akibat kelembapan berlebih.

Mealybugs (Kutu Putih):
Penyebab: Serangan hama yang mengisap getah tanaman.

","6 bulan hingga 1 tahun untuk mencapai ukuran optimal (30-60 cm) dalam kondisi perawatan yang baik, tergantung lingkungan dan varietas.","2 minggu sekali (musim panas), 3-4 minggu sekali (musim dingin).",,"Disiram setiap 2-3 minggu, tergantung kelembapan tanah dan suhu.",
plant_20,https://storage.googleapis.com/tanamore/plant_encyclopedia/14_Strawberry.jpg,Strawberry,Fragaria × ananassa,Prancis,"Strawberry adalah tanaman rendah dengan daun hijau bergerigi dan bunga kecil berwarna putih. Buahnya berbentuk hati dengan warna merah cerah, memiliki rasa manis asam, dan biji-biji kecil yang tersebar di permukaan. Tanaman ini tumbuh hingga tinggi 20–30 cm.",Iklim subtropis hingga dingin dengan suhu ideal 15–25°C.,Pupuk organik atau NPK rendah nitrogen diaplikasikan setiap 2 minggu.,"Bahan makanan: Dimakan segar, dijadikan jus, selai, atau dessert.","Gray Mold: Disebabkan oleh jamur Botrytis cinerea.
Powdery Mildew: Infeksi jamur yang menyebabkan lapisan putih pada daun.
Leaf Spot: Akibat Mycosphaerella fragariae.",4–6 minggu setelah berbunga.,2–3 kali per minggu dengan jumlah air sekitar 200 ml per penyiraman.,90,Disiram 2–3 kali per minggu dengan jumlah air sekitar 200 ml per penyiraman. Pastikan tanah tetap lembap tetapi tidak basah.,
